Título,Tematica,Provincia,Fecha de publicación,Descripción,ProvinciaAlternativa,FuenteContenido,LocalidadAsset,DocumentosAsociados,Identificador,ultimaActualizacion,Enlace al contenido,
"Conductor trailer","Empleo","Palencia","20161021","<p>Por ampliación de flotas se necesita<strong> conductor</strong> para tráiler ámbito nacional, con experiencia y ADR<br />
<strong>Teléfono : 610 477 235.</strong></p>
<p>Información procedente de: <strong>""El Norte de Castilla "".</strong></p>
<p><strong>Nota:</strong> La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</p>
<p>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</p>",,"Internet / Prensa","Palencia",,1284660934066,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660934066/Empleo",
"Profesional peluquer@","Empleo","León","20161021","<p>Se necesita <strong>profesional peluquer@</strong> con experiencia en colorimetría, corte caballero, señora.<br />
Teléfono: <strong>987250155</strong></p>
<p>Información procedente de: El Periódico <strong>"" La Nueva Crónica ""</strong></p>
<p><strong>Nota:</strong> <em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","León",,1284660930582,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660930582/Empleo",
"Persona dar clases","Empleo","León","20161021","Necesito <strong>persona para dar clases a niño de 10 años</strong>, de todo, mates, lengua, incluyendo inglés.<br />
<strong>Teléfono : 669 461 728</strong>
<p>Información procedente de: El Periódico <strong>"" La Nueva Crónica ""</strong></p>
<p></p>
<p>Nota: <em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><br />
<em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","León",,1284660927071,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660927071/Empleo",
"Señora Limpieza","Empleo","León","20161021","<p>Necesito <strong>señora limpieza</strong>, cocina 2 horas semanas, pago 5 euros hora.<br />
<strong>Teléfono : 660 909 697</strong></p>
<p>Información procedente de: El Periódico <strong>"" La Nueva Crónica ""</strong></p>
<p>Nota: <em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><br />
<em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","León",,1284660926238,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660926238/Empleo",
"Ayudante camarero/a","Empleo","León","20161021","<p>Se precisan <strong>ayudantes de camarer@</strong> con experiencia para fines y diario,<br />
Entregar currículum en <strong>Las Tapas, calle del Cid, 19</strong></p>
<p> Información procedente de: El Periódico <strong>"" La Nueva Crónica ""</strong></p>
<p>Nota: <em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><br />
<em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","León",,1284660923224,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660923224/Empleo",
"Peluquera canina","Empleo","León","20161021","<p>Se necesita <strong>peluquera canina</strong>, con experiencia demostrable. Se ofrece trabajo fijo, incorporación inmediata.<br />
Entregar currículum vitae en <strong>Lavacan León calle Maestro Nicolás, 21, bajo, León</strong></p>
<p> Información procedente de: El Periódico <strong>""La Nueva Crónica ""</strong></p>
<p>Nota: <em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><br />
<em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","León",,1284660922297,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660922297/Empleo",
"Camarero/a","Empleo","León","20161021","<p>Necesito <strong>camarera/o</strong> para cafetería, media jornada.<br />
<strong>Enviar currículum a cv.hosteleria@hotmail.com</strong></p>
<p>Información procedente de: El Periódico <strong>""El Diario de León ""</strong></p>
<p><strong>Nota:</strong> <em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","León",,1284660921813,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660921813/Empleo",
"Colocadores pizarra","Empleo","León","20161021","<p>Necesito <strong>colocadores de pizarra</strong> con experiencia.<br />
Enviar currículum cubierpisa@outlook.com</p>
<p>Información procedente de: El Periódico <strong>""El Diario de León ""</strong></p>
<p><strong>Nota:</strong> <em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","León",,1284660919619,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660919619/Empleo",
"Comercial autoventa","Empleo","León","20161021","<p>Buscamos <strong>comercial </strong>auto-venta sector alimentación.<br />
<strong>Enviar currículum a i.c.elbernesga@hotmail.com</strong></p>
<p></p>
<p>Información procedente de: El Periódico <strong>""El Diario de León ""</strong></p>
<p><strong>Nota:</strong> <em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","León",,1284660916915,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660916915/Empleo",
"Ayudante de cocina","Empleo","Zamora","20161021","<p> Ayudante de cocina para trabajar.<br />
<strong>Apartado de Correos 190. Zamora.</strong><br />
</p>
<p>Información procedente de: El Periódico <strong>""La Opinión""</strong></p>
<p><strong>Nota:</strong> <em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.<br />
</em></p>",,"Internet / Prensa","Zamora",,1284660909072,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660909072/Empleo",
"Trabajador explotacion agriola y ganadera","Empleo","Zamora","20161021","<p> Se necesita <strong>trabajador con experiencia para explotación agrícola y ganadera</strong>.<br />
<strong> Teléfono 630 664 036 ó 607 431 045.</strong><br />
</p>
<p>Información procedente de: El Periódico <strong>""La Opinión""</strong></p>
<p><strong>Nota:</strong> <em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.<br />
</em></p>",,"Internet / Prensa","Zamora",,1284660891005,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660891005/Empleo",
"Camarero","Empleo","Segovia","20161021","<p>Se necesita camarero/a .<br />
<strong>Llamar entre 17 y 19 h. 645 978 120</strong></p>
<p>Información procedente de: <strong>El periódico ""El Adelantado de Segovia""</strong></p>
<p></p>
<p> <strong>Nota: </strong><em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em></p>
<p><em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>
<p></p>",,"Internet / Prensa","Segovia",,1284660888518,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660888518/Empleo",
"Dos personas ganderia de vacas","Empleo","Valladolid","20161021","<p>Se necesitan dos <strong>personas para ganadería de vacas</strong>.<br />
<strong>Teléfono : 979151903 y 618433335</strong></p>
<p>Información procedente de : <strong>""El Norte de Castilla ""</strong></p>
<p><strong>Nota: </strong><em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em><br />
<br />
<em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","Valladolid",,1284660887448,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660887448/Empleo",
"Señora Limpieza y cocina","Empleo","Valladolid","20161021","<p>Necesito<strong> señora para limpieza y cocina</strong> de cafetería, media jornada.<br />
<strong>Llamar de 18 a 20 horas. 687721647</strong></p>
<p>Información procedente de : <strong>""El Norte de Castilla ""</strong></p>
<p><strong>Nota: </strong><em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em><br />
<br />
<em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","Valladolid",,1284660886629,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660886629/Empleo",
"Camarero/a","Empleo","Valladolid","20161021","<p>Necesito<strong> camarero/a </strong>para cafetería.<br />
<strong>Llamar de 18 a 20 horas. 687721647.</strong></p>
<p>Información procedente de : <strong>""El Norte de Castilla ""</strong></p>
<p><strong>Nota: </strong><em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em><br />
<br />
<em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","Valladolid",,1284660886007,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660886007/Empleo",
"Maitre","Empleo","Valladolid","20161021","<p>Se necesita<strong> maitre</strong> para restaurante.<br />
<strong>Teléfono : 640215598</strong></p>
<p>Información procedente de : <strong>""El Norte de Castilla ""</strong></p>
<p><strong>Nota: </strong><em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em><br />
<br />
<em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","Valladolid",,1284660885347,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660885347/Empleo",
"Jefe de Cocina","Empleo","Valladolid","20161021","<p><strong>Jefe de cocina</strong> se necesita para restaurante en Palencia, buen sueldo.<br />
<strong>Teléfono : 640 215 598</strong></p>
<p>Información procedente de : <strong>""El Norte de Castilla ""</strong></p>
<p><strong>Nota: </strong><em>La oferta de empleo que usted esta consultado se trata de una oferta presentada en un periódico local y que nosotros hemos incluido en nuestra página web a modo meramente informativo.</em><br />
<br />
<em>Para obtener información sobre el anuncio publicado, deberá dirigirse a la empresa anunciante a través del teléfono, dirección postal o correo electrónico que le indican en el anuncio.</em></p>",,"Internet / Prensa","Valladolid",,1284660884879,20161021,"http://www.empleo.jcyl.es/web/jcyl/Empleo/es/Plantilla100Detalle/1284216458054/_/1284660884879/Empleo",
