Fichero actualizado a fecha: 2016-11-06 02:18:16
Nombre del Organismo,Descripción,DatosPersonales,Dirección,Calle,CodigoPostal,Localidad,Localidad,SoloClasificar,Teléfono,Telefax oficial,Fax,e-mail,Páginas de internet,Posicion,Información adicional,Directorio Superior,Identificador Directorio Superior,Identificador,ultimaActualizacion,Enlace al contenido,
"CRA Retama - Chañe (Segovia)"," Localidades (CRA): Chañe, Arroyo de Cuéllar, Mata de Cuéllar, Remondo, Vallelado y Villaverde de Íscar","Centro Rural Agrupado",,"Cra. de Cuéllar, s/n","40216","Chañe","1179298433588",,"921 155 919",,,,,"41.34050593089381#-4.42500114440918#88",,"Centros Rurales Agrupados","1284290778097",1142233553287,20131030,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233553287/DirectorioPadre",
"C.R.A. ""Rey Wamba""",,,,"C/ El Tinte, s/n","09220","Pampliega","1179297575488",,"947 161 140",,,,,"42.20337632369788#-3.984689712524414#88",,"Colegios Rurales Agrupados","1142233513418",1142233513562,20131002,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233513562/DirectorioPadre",
"CRA Reyes Católicos - Turégano (Segovia)","Localidades (CRA): Turégano, San Pedro de Gaillos y Veganzones","Centro Rural Agrupado",,"Cra. Segovia, 25","40370","Turégano","1179298572046",,"921 500 160",,,,,"41.15319609578831#-4.012799263000488#88",,"Centros Rurales Agrupados","1284290778097",1142233553611,20131030,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233553611/DirectorioPadre",
"CRA de Riaza - Riaza (Segovia)","Localidades (CRA): Riaza, Cerezo de Abajo y Villarejo","Centro Rural Agrupado",,"C/ Antonio García Tapia, 2","40500","Riaza","1179298543947",,"921 550 233",,,,,"41.276613142542075#-3.4804773330688476#88",,"Centros Rurales Agrupados","1284290778097",1142233553476,20131030,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233553476/DirectorioPadre",
"CRA Ribera de Cañedo - Calzada de Valdunciel (Salamanca)","Localidades (CRA): Calzada de Valdunciel, Castellanos de Villiquera, Santiz, Topas, Valdelosa, Valdervón y Zamayón","Centro Rural Agrupado",,"C/ Camino del Pozo, 22","37797","Calzada de Valdunciel","1179298209567",,"923 310 019",,,,,"41.08606334816608#-5.6996941566467285#82",,"Centros Rurales Agrupados","1284292632266",1142233544503,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233544503/DirectorioPadre",
"C.R.A. ""Ribera de Porma""",,,"C/ Los Palomares, 1. C.P. 24156 Santibáñez de Porma (León)",,,,,,"987 680 113",,,,,,,"Centros Rurales Agrupados","1142233525216",1142233526196,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233526196/DirectorioPadre",
"CRA Ribera del Duero - Quintanilla de Onésimo (Valladolid)","Localidades (CRA): Quintanilla de Onésimo, Herrera de Duero, Olivares de Duero, La Parrilla, San Bernardo, Sardón de Duero, Traspinedo, Valbuena de Duero y Villabáñez","Centro Rural Agrupado",,"Ctra. de Soria, s/n","47350","Quintanilla de Onésimo","1179469280025",,"983 680 423",,,,,"41.626446311698196#-4.35582160949707#76",,"Centros Rurales Agrupados","1284293316854",1142233572933,20131203,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233572933/DirectorioPadre",
"C.R.A. ""Riberduero""",,,"Senda de Valdecañas, 34. C.P. 09470 Fuentespina (Burgos)",,,,,,"947 507 455",,,,,,,"Colegios Rurales Agrupados","1142233513418",1142233513475,20081117,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233513475/DirectorioPadre",
"CRA Río Águeda - Villar de Ciervo (Salamanca)","Localidades (CRA): Villar de Ciervo y Aldea del Obispo","Centro Rural Agrupado",,"C/ Rodríguez Almeida, 45","37486","Villar de Ciervo","1179298375759",,"923 488 168",,,,,"40.73753501383214#-6.738309860229492#88",,"Centros Rurales Agrupados","1284292632266",1142233545124,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233545124/DirectorioPadre",
"CRA Vía de la Plata - San Cristóbal de Entreviñas (Zamora)"," Localidades (CRA): San Cristóbal de Entreviñas, Barcial del Barco, Castrogonzalo, Fuentes de Ropel, Santa Colomba de las Carabias y Santovenia","Centro Rural Agrupado",,"C/ Rodríguez de la Fuente, s/n","49690","San Cristóbal de Entreviñas","1179469435125",,"980 643 889",,,,,"42.04425735844764#-5.639076232910156#88",,"Centros Rurales Agrupados","1284291584682",1142233581374,20131106,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233581374/DirectorioPadre",
"CRA Río Eresma - Matapozuelos (Valladolid)","Localidades (CRA): Matapozuelos y Alcazarén","Centro Rural Agrupado",,"C/ Escuelas, s/n","47230","Matapozuelos","1179469261628",,"983 832 712",,,,,"41.412511621125944#-4.78954553604126#76",,"Centros Rurales Agrupados","1284293316854",1142233572825,20131203,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233572825/DirectorioPadre",
"CRA Río Izana - Quintana Redonda (Soria)","Localidades (CRA): Quintana Redonda, Matamala de Almazán, Tardelcuende","Centro Rural Agrupado",,"C/ Escuelas, 1","42291","Quintana Redonda","1179469178773",,"975 308 396",,,,,"41.63872#-2.6155062#88",,"Centros Rurales Agrupados","1142233560058",1142233560304,20131024,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233560304/DirectorioPadre",
"CRA Río Yeltes - Villavieja de Yeltes (Salamanca)","Localidades (CRA): Villavieja de Yeltes, Bogajo y Yecla de Yeltes","Centro Rural Agrupado",,"C/ Caballeros, 78","37260","Villavieja de Yeltes","1179298385052",,"923 519 127",,,,,"40.87471362199872#-6.463136672973633#88",,"Centros Rurales Agrupados","1284292632266",1142233545259,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233545259/DirectorioPadre",
"C.R.A. ""Rosa Chacel""",,,"Zona Residencial Pilar Hidalgo, s/n. C.P. 09572 Soncillo (Burgos)",,,,,,"947 153 040",,,,,,,"Colegios Rurales Agrupados","1142233513418",1142233513649,20081117,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233513649/DirectorioPadre",
"C.R.A. ""Ruta de la Plata""",,,"C/ Real, 57. C.P. 24235 Villaquejida (León)",,,,,,"987 774 451",,,,,,,"Centros Rurales Agrupados","1142233525216",1142233526646,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233526646/DirectorioPadre",
"CRA Ruta de la Plata - Puerto de Béjar (Salamanca)","Localidades (CRA): Puerto de Béjar, Cantagallo, Lagunilla, Montemayor del Río y Peñacaballera","Centro Rural Agrupado",,"Ctra. Nueva, 27","37720","Puerto de Béjar","1179298317280",,"923 414 078",,,,,"40.350599743453294#-5.840134620666504#88",,"Centros Rurales Agrupados","1284292632266",1142233544881,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233544881/DirectorioPadre",
"CRA San Isidro - Santijuste de S. Juan Bautista (Segovia)","Localidades (CRA): Santijuste de san Juan Bautista y San Cristóbal de la Vega","Centro Rural Agrupado",,"C/ La Iglesia, 16","40460","Santiuste de San Juan Bautista","1179298561433",,"921 596 282",,,,,"41.15675045424092#-4.573488235473633#88",,"Centros Rurales Agrupados","1284290778097",1142233553584,20131030,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233553584/DirectorioPadre",
"CRA San Pelayo - Morales de Rey (Zamora)"," Localidades (CRA): Morales de Rey, Arrabalde, Coomonte, Pobladura del Valle y Santa María de la Vega","Centro Rural AGrupado",,"C/ Domingo Vicente, s/n","49693","Morales de Rey","1179469399285",,"980 651 312",,,,,"42.06694483533422#-5.786619186401367#82",,"Centros Rurales Agrupados","1284291584682",1142233581239,20131106,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233581239/DirectorioPadre",
"C.R.A. ""Santa Ana""",,,"C/ Prosillo, s/n. C.P. 24388 Silván (León)",,,,,,"987 452 665",,,,,,,"Centros Rurales Agrupados","1142233525216",1142233526223,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233526223/DirectorioPadre",
"C.R.A. ""Santa Bárbara""",,,"Pza. de Colominas, 5. C.P. 24811 Olleros de Sabero (León)",,,,,,"987 718 388",,,,,,,"Centros Rurales Agrupados","1142233525216",1142233525809,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233525809/DirectorioPadre",
"CRA Santa Teresa - Crespos (Ávila)","Localidades (CRA): Blascomillán, Collado de Contreras, Crespos, Flores de Ávila, Narros del Castillo. ","Centro Rural Agrupado",,"Camino de Vita, 8","05300","Crespos","1179297211687",,"920 244 015",,,,,"40.87328580179024#-4.969339370727539#82",,"Centros Rurales Agrupados","1284288980146",1142233501599,20131018,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233501599/DirectorioPadre",
"C.R.A. ""Sierra de Pinares""",,,"Barrio San Roque, s/n. C.P. 09690 Vilviestre del Pinar (Burgos)",,,,,,"947 390 715",,,,,,,"Colegios Rurales Agrupados","1142233513418",1142233513794,20081117,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233513794/DirectorioPadre",
"C.R.A. ""Siglo XXI""",,,"Avda. Aranda de Duero, 24. C.P. 09441 Sotillo de la Ribera (Burgos)",,,,,,"947 532 425",,,,,,,"Colegios Rurales Agrupados","1142233513418",1142233513678,20081117,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233513678/DirectorioPadre",
"CRA Tierra de Arévalo - Aldeaseca (Ávila)","Localidades (CRA): Aldeaseca, Barromán, Palacios de Goda. ","Centro Rural Agrupado",,"C/ Las Escuelas, 2","05212","Aldeaseca","1179297188833",,"920 306 287",,,,,"41.04916204551355#-4.81776237487793#88",,"Centros Rurales Agrupados","1284288980146",1142233501425,20131018,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233501425/DirectorioPadre",
"CRA Tierra del Pan - Montamarta"," Localidades (CRA): Montamarta, Andavías, Hiniesta (La), Moreruela de los Infanzones, Roales y Valcabado","Centro Rural AGrupado",,"Travesía Las Corrupias, 4","49149","Montamarta","1179469397778",,"980 550 202",,,,,"41.650468898859735#-5.811424255371094#88",,"Centros Rurales Agrupados","1284291584682",1142233581158,20131106,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233581158/DirectorioPadre",
"CRA Tierras Altas - San Pedro Manrique (Soria)","Localidades (CRA): San Pedro Manrique, Almajano, Yanguas","Centro Rural Agrupado",,"C/ La Picota, 13","42174","San Pedro Manrique","1179469193955",,"975 381 117",,,,,"42.029114#-2.2314107#88",,"Centros Rurales Agrupados","1142233560058",1142233560085,20131024,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233560085/DirectorioPadre",
"CRA Tierras de Berlanga - Berlanga de Duero (Soria)","Localidades (CRA): Berlanga de Duero, Retortillo de Soria, Rioseco de Soria","Centro Rural Agrupado",,"C/ Ramón Cortés","42360","Berlanga de Duero","1179469122518",,"975 343 107",,,,,"41.464718#-2.8646915#88",,"Centros Rurales Agrupados","1142233560058",1142233560167,20131024,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233560167/DirectorioPadre",
"CRA Tierras de Medina - Bobadilla del Campo (Valladolid)","Localidades (CRA): Bobadilla del Campo, Castrejón de Trabancos, Nueva Villa de las Torres, Rubí de Bracamonte, Torrecilla de la Orden, Velascálvaro, Villaverde de Medina","Centro Rural Agrupado",,"Camino Cervillego, s/n","47462","Bobadilla del Campo","1179469237875",,"983 819 175",,,,,"41.20348848048292#-5.020430088043213#76",,"Centros Rurales Agrupados","1284293316854",1142233572717,20131203,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233572717/DirectorioPadre",
"CRA Tierras de Sayago - Muga de Sayago (Zamora)"," Localidades (CRA): Montamarta, Andavías, Hiniesta (La), Moreruela de los Infanzones, Roales y Valcabado","Centro Rural Agrupado",,"C/ Feria, s/n","49212","Muga de Sayago","1179469402432",,"980 617 558",,,,,"41.38627548795596#-6.1962890625#88",,"Centros Rurales Agrupados","1284291584682",1142233581266,20131106,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233581266/DirectorioPadre",
"CRA Tomás Luis de Victoria - Sanchidrián (Ávila)","Localidades (CRA): Adanero, Maello, Pajares de Adaja, Sanchidrián, Aldeavieja.","Centro Rural Agrupado",,"C/ Alejandro Rebadán, s/n","05290","Sanchidrián","1179297263076",,"920 318 290",,,,,"40.89372665500944#-4.581856727600098#88",,"Centros Rurales Agrupados","1284288980146",1142233502086,20131018,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233502086/DirectorioPadre",
"C.R.A. ""Tres Ríos""",,,"C/ Las Eras, 8. C.P. 24270 Villanueva de Carrizo (León)",,,,,,"987 357 700",,,,,,,"Centros Rurales Agrupados","1142233525216",1142233526599,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233526599/DirectorioPadre",
"CRA Tres Ríos - Santa Cristina de la Polvorosa (Zamora)"," Localidades (CRA): Santa Cristina de la Polvorosa, Arcos de la Polvorosa, Manganeses de la Polvorosa, Quiruelas de Vidriales y Villanueva de Azoague","Centro Rural Agrupado",,"C/ Cascajal, 15","49620","Santa Cristina de la Polvorosa","1179469439228",,"980 633 674",,"980 633 674",,,"41.99987865660718#-5.709843635559082#88",,"Centros Rurales Agrupados","1284291584682",1142233581401,20131106,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233581401/DirectorioPadre",
"CRA Ulaca - Solosancho (Ávila)","Localidades (CRA): Baterna, Robledillo, Solosancho. ","Centro Rural Agrupado",,"Ctra. de Villaviciosa, s/n","05130","Solosancho","1179297277611",,"920 291 163",,,,,"40.55127637440401#-4.903721809387207#88",,"Centros Rurales Agrupados","1284288980146",1142233502167,20131018,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233502167/DirectorioPadre",
"CRA Valdelavía - Navalperal de Pinares (Ávila)","Localidades (CRA): La Cañada, Navalperal de Pinares, Peguerinos, Tornadizos de Ávila.","Centro Rural Agrupado",,"C/ Julio Arenillas, s/n","05240","Navalperal de Pinares","1179297246940",,"918 980 711",,,,,"40.592431479894266#-4.411568641662598#82",,"Centros Rurales Agrupados","1284288980146",1142233501869,20131018,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233501869/DirectorioPadre",
"CRA Valle Amblés - Muñogalindo (Ávila)","Localidades (CRA): La Colilla, Muñogalindo, Santa María del Arroyo, La Serrada. ","Centro Rural Agrupado",,"C/ Pelayo Sahagún, 3","05530","Muñogalindo","1179297234867",,"920 265 260",,,,,"40.60388520829894#-4.899430274963379#88",,"Centros Rurales Agrupados","1284288980146",1142233501951,20131018,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233501951/DirectorioPadre",
"C.R.A. ""Valle de Riaza""",,,"C/ El Parral, s/n. C.P. 09460 Milagros (Burgos)",,,,,,"947 548 173",,,,,,,"Colegios Rurales Agrupados","1142233513418",1142233513533,20081117,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233513533/DirectorioPadre",
"CRA Valle de Valverde - Burganes de Valverde (Zamora)"," Localidades (CRA): Burganes de Valverde, Friera de Valverde y Navianos de Valverde","Centro Rural Agrupado",,"C/ Las Eras, s/n","49698","Burganes de Valverde","1179469343277",,"980 640 555",,,,,"41.92000197225179#-5.784130096435547#88",,"Centros Rurales Agrupados","1284291584682",1142233580969,20131106,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233580969/DirectorioPadre",
"C.R.A. ""Valle del Boeza""",,,"C/ La Corredera s/n. C.P. 24317 Las Ventas de Albares (León)",,,,,,"987 512 410",,,,,,,"Centros Rurales Agrupados","1142233525216",1142233526460,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233526460/DirectorioPadre",
"C.R.A. ""Valle del Duerna""",,,"Pza. de las Escuelas, 8. C.P. 24730 Destriana (León)",,,,,,"987 630 048",,,,,,,"Centros Rurales Agrupados","1142233525216",1142233525512,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233525512/DirectorioPadre",
"CRA Valvanera - Santibáñez de Béjar (Salamanca)","Localidades (CRA): Santibáñez de Béjar y Sorihuela","Centro Rural Agrupado",,"C/ Jorge Moro, s/n","37740","Santibáñez de Béjar","1179298334784",,"923 594 281",,,,,"40.486730119455345#-5.611181259155273#94",,"Centros Rurales Agrupados","1284292632266",1142233544962,20131113,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233544962/DirectorioPadre",
"C.R.A. ""Vega del Esla""",,,"C/ Elena Yugueros, 2. C.P. 24237 Toral de los Guzmanes (León)",,,,,,"987 760 476",,,,,,,"Centros Rurales Agrupados","1142233525216",1142233526277,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233526277/DirectorioPadre",
"C.R.A. ""Vegacemar""",,,"C/ Trascorrales, s/n. C.P. 24710 San Justo de la Vega (León)",,,,,,"987 617 501",,,,,,,"Centros Rurales Agrupados","1142233525216",1142233526142,20081119,"http://www.jcyl.es/web/jcyl/Portada/es/Plantilla100Detalle/1246890364336/_/1142233526142/DirectorioPadre",
"CRA Vetonia - Poyales del Hoyo (Ávila)","Localidades (CRA): El Raso, Poyales del Hoyo. ","Centro Rural Agrupado",,"Camino del Tejar, s/n","05492","Poyales del Hoyo","1179297258272",,"920 390 168",,,,,"40.172872702089684#-5.166020393371582#88",,"Centros Rurales Agrupados","1284288980146",1142233501978,20131021,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233501978/DirectorioPadre",
"CRA Villas del Sequillo - Villabrágima (Valladolid)",,"Centro Rural Agrupado",,"C/ San Sebastián, 4","47820","Villabrágima","1179469318348",,"983 714 192",,,,,"41.81994337977476#-5.113019943237305#65",,"Centros Rurales Agrupados","1284293316854",1142233572987,20131203,"https://www.tramitacastillayleon.jcyl.es/web/jcyl/AdministracionElectronica/es/Plantilla100Detalle/1251181050732/_/1142233572987/DirectorioPadre",
