Extract date,Organisation URI,Organisation label,Service type URI,Service type label,Programme ,Event title ,Event description ,Event type,Site name,Month,Date and time,Audience / Type,Ticket price,Booking information
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Florence Exhibition,A musical afternoon with Mendelsshohn ,"Enjoy an afternoon concert with Mendelssohn, the famous Victorian composer. The music is taken from a small private concert attended by Lotherton Hall's Marianne Nicholson in 1845. During the same evening, to entertain the ladies, Mendelssohn wrote words to his Spring Song . The great composer left the words written in pencil on top of the piano and Marianne Nicholson kept them in her scrap book as a memento. Spring Song will be performed by soprano, Jane Troughton, for the first time since they were sang that evening by Adelaide Kemble using the very same words written by Mendelssohn himself. Followed by tea and coffee in the Servants Hall",,Lotherton Hall,Sep,Sat 17th Sept 2pm-4pm,Adult,£7.50 (includes estate entrance fee) £3.50 for members,Reception 0113 3782959
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Little Lotherton - Nature Walk ,"Drop-in easy arts and crafts, story time and play aimed at under-5s with their adults. This month we will go on a nature walk to inspire our nature art work. ",,Lotherton Hall,Sep,"Tue 20th Sept, 10am - 12pm ",,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Florence Exhibition,Florence Nightingale Study Day,"A study day to coincide with the exhibition Our Cousin Florence at Lotherton Hall. The day will explore the homes of Florence Nightingale, those of her cousins and the role that they played in her development as the innovator of modern Nursing. We will also look at some of the medical and surgical problems Florence and her nurses faced at Scutari hospital in the Crimea. Speakers will be: Michael Crumplin FRCS (Eng. and Ed.), FRHistS, FINS, FHS. Mick is a retired consultant surgeon. He is an international author and has acted as medical advisor for media programmes and publications. He is an Hon. Curator and Archivist at the Royal College of Surgeons of England, and is a Trustee of the Waterloo Association. 
Dr Russ Foster was a teacher at Embley Park, the former Hampshire home of the Nightingales for 28  years, including 20 years as Head of History & Politics. At Embley he organised the international commemorative conference Florence Nightingale Influence and Inspiration in 2010. His published work includes a paper on William Nightingale and a guide to FN’s life at Embley. Russ was elected a Fellow of the Royal Historical society in 2005. 
Dr Adam White art historian and museum curator. He has worked at the Leeds Museums and Galleries since 1983. Since 1994 he has been based at Lotherton Hall and Temple Newsam House. He is Fellow of the Society of Antiquaries of London and has published widely on British art, particularly sculpture. He is currently the Hon Curator of Collections at Lotherton Hall in Yorkshire.",Study day,Lotherton Hall,Oct,Sat 1st October 9.30pm-4.00pm,Adult,£30.00/Members £25.00,Reception 0113 3782959
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Florence Exhibition,"Talk and tea with the curator, Natalie Raw, Curator of Costumes, Leeds Museums and Galleries ","Find out about the fashions followed by the young Florence Nightingale and her cousins with Natalie Raw, the Curator of Costumes for Leeds Museums and Galleries, followed by afternoon tea.",Talk,Lotherton Hall,Oct,Thurs 13th October 2.00pm-4.00pm,Adult,£7.50 (includes estate entrance fee) £3.50 for members,Reception 0113 3782959
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Little Lotherton - Silly Scarecrows ,"Drop-in easy arts and crafts, story time and play aimed at under-5s with their adults. This month we will be making mini scarecrows ready for Halloween!  ",,Lotherton Hall,Oct,"Tues 18th October, 10.00am - 12.00pm ",,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Spooky Scarecrow Trail ,Back and better than ever but beware we aim to scare! Follow the clues around Lotherton Hall and see the popular spooky scarecrows on display. Don't forget to visit the Witches' Cottage and try your hand at the creepy crafts. ,,Lotherton Hall,Oct,"Sat 22 – Mon 31 Oct, 11am – 4pm   ",,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Halloween Weekend ,"Dress up your little monsters and join us for our first Halloween weekend. Spot prizes for the best costumes, spooky scarecrow trail, face painting, creepy crafts and the chance to meet some ghostly characters in the Hall. ",,Lotherton Hall,Oct,"Sat 29 – Sun 30 Oct, 11am – 4pm",,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Florence Exhibition,"Talk and Tea with the curator. Stephanie Davies, Assistant Community Curator, Lotherton Hall",Come to a talk about the famous literary friends of Florence Nightingale and  Marianne Nicholson and how the cousins influenced their friends Elisabeth Gaskall and Charles Dickens. Followed by afternoon tea.,Talk,Lotherton Hall,Nov,Thursday 10th November 2.00pm-4.00pm,Adult,£7.50 (includes estate entrance fee) £3.50 for members,Reception 0113 3782959
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Romanticism Rediscovered – performance and discussion of the music of Chopin and Liszt in the style of the 19th century,"Soiree with scholar-musician Andrew Snedden, specialist in 19th century performance practice. Andrew will perform and discuss works by Liszt and Chopin, who composed and performed on instruments like the Erard grand piano at Lotherton. He will also explore the characteristics of Erards; how they differ from a modern grand piano and why a historically accurate playing technique is important in order to perform compositions in a manner their composers intended. Followed by tea, coffee and cake.",Talk,Lotherton Hall,Nov,Saturday 12th November 2.00 - 4.00pm,Adult,£7.50 (includes estate entrance fee) £3.50 for members,Reception 0113 3782959
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Florence Exhibition,"Florence Nightingale, the Heroine of the Crimean War'  A concert and afternoon tea ","Come to the historical Concert, 'Florence Nightingale, the Heroine of the Crimean War'. An original musical production from the 1860s celebrating the Life and work of Florence Nightingale. Performed by Jane Troughton and Company followed by afternoon tea.",,Lotherton Hall,Nov,Saturday 19th Nov 2.00pm-4.00pm,Adult,£7.50 (includes estate entrance fee) £3.50 for members,Reception 0113 3782959
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Little Lotherton - Sparkle and Shine ,"Drop-in easy arts and crafts, story time and play aimed at under-5s with their adults. This month we will be inspired by all things that glitter! ",,Lotherton Hall,Nov,"Tues 15th Nov, 10.00am- 12.00pm ",,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Florence Exhibition,"The Mystery of Florence Nightingale Shaw by Pauline Robson, local historian","Come and hear the story of Florence Nightingale Shaw, relative of Florence Nightingale. Learn  about the unusual event that came to make her one of the most infamous mysteries of the early 1900s. Followed by tea and coffee.",Talk,Lotherton Hall,Nov,Wed 24th Nov 2-3,Adult,Estate Admission only/ members free,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Christmas Experience ,,Details TBC for now ,,Lotherton Hall,,Fri 25th Nov - Fri 23rd Dec TBC times etc. ,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Florence Exhibition,"Tour with the curator, ","Come on a tour with Stephanie Davies through the ‘Our Cousin Florence’ exhibition and discover Florence Nightingale’s connection to the Gascoigne family.  In 2011, while conducting research on the Gascoigne family, Stephanie rediscovered some letters from Florence Nightingale addressed to her cousin Marianne Nicholson, Gwendolen Gascoigne's mother. They were found in the attic at Trelissick Manor Cornwall, home of Gwendolen’s older sister, Eveline. Hear first-hand the amazing story.",Tour,Lotherton Hall,Dec,Thursday 8th Dec 2.00pm-4.00pm,Adult,Estate Admission only/ members free,Reception 0113 3782959
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Little Lotherton - Christmas is Coming ,"Drop-in easy arts and crafts, story time and play aimed at under-5s with their adults. This month we will be decking the halls and getting excited for Christmas",,Lotherton Hall,Dec,"Tues 13th Dec, 10.00am - 12.00pm ",,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Edwardian Christmas ,"See the Hall decked out and join us for a traditional Christmas, with carols from our own choir, magic shows, festive arts and crafts, family dressing up and wreath making in the stables. ",,Lotherton Hall,Dec,"Sat 10 - Sun 11 Dec, 11am - 4pm ",,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,Chapel Service,,Chapel Service,Regular event,Lotherton Hall,Dec,Sun 18 Dec,Adult,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,,Tour,Temple Newsam,Jun,Every Tues 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,,Tour,Temple Newsam,Jun,Every Sat 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,,Tour,Temple Newsam,Jul,Every Tues 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,,Tour,Temple Newsam,Jul,Every Sat 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,,Tour,Temple Newsam,Aug,Every Tues 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,,Tour,Temple Newsam,Aug,Every Sat 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,,Tour,Temple Newsam,Sep,Every Tues 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Hidden Temple Newsam Tour,,Tour,Temple Newsam,Sep,Every Sat 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Discovery Tour,,Tour,Temple Newsam,Jun,Every Thurs 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Discovery Tour,,Tour,Temple Newsam,Jun,Every Sun 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Discovery Tour,,Tour,Temple Newsam,Jul,Every Thurs 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Discovery Tour,,Tour,Temple Newsam,Jul,Every Sun 11am,,,
21/06/2016,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/service/1020,Museum Events and Exhibitions,,Discovery Tour,,Tour,Temple Newsam,Aug,Every Thurs 11am,,,
