nombre comercial,direccion,código postal,zona,teléfono,fax,email,web,contacto,sector,actividad1,actividad2,lat,lon
"ALMACENES ROSAN","CL CONCILIO (DEL) 11","28100","OTRAS ZONAS","916547934 / 916239554","916536728","comercial@rosandecor.com","www.rosandecor.com","OSCAR RODRIGUEZ","VARIOS","VENTA AL POR MAYOR DE ROPA DE CAMA, MESA Y BAÑO. COMPLEMENTOS DEL HOGAR","",40.54360963,-3.63638884
"ALMUDENA SEGUROS","PS CHOPERA (DE LA) 103","28100","EJE CHOPERA","916613522 / 915222125","916613522 / 915210739","alcobendas@almudenaseguros.es","NO DISPONIBLE","ANA BELEN","SERVICIOS","AGENCIA DE SEGUROS","",40.54463218,-3.64968830
"ALPA ASESORES Y ABOGADOS","CL MAESTRO BARBIERI (DEL) 2 - LOCAL 3","28100","OTRAS ZONAS","916522129/636829027","NO DISPONIBLE","sergioparedero@icam.es","NO DISPONIBLE","SERGIO JAVIER PAREDERO MORENO","SERVICIOS","ASESORÍA JURIDICA Y DESPACHO DE ABOGADOS","",40.55340958,-3.64191023
"ALSAN VIVIENDAS Y COMUNIDADES","CL OLIVAR (DEL) 8","28100","EJE VALDAVIA ESPAÑA","912293906","NO DISPONIBLE","avccomunidades@gmail.com","NO DISPONIBLE","ALEJANDRO FERNANDEZ CAPRILES","SERVICIOS","ADMINISTRADOR DE FINCAS","",40.54817026,-3.64838729
"ALTAIR SERVICIOS INFORMATIVOS","CL MARQUES DE LA VALDAVIA (D 83","28100","EJE VALDAVIA ESPAÑA","916610207 / 655461939","914840231","comercial@altairsl.com","www.altairsl.com","RUBEN GONZALEZ QUIROGA","SERVICIOS","INFORMATICA, ORDENADORES, MULTIMEDIA, INSTALACION Y MANTENIMIENTO DE REDES","",40.54586626,-3.64613249
"ALUMAR","AV MADRID (DE) 11","28100","OTRAS ZONAS","916517109 / 629477961","916239604","NO DISPONIBLE","NO DISPONIBLE","FLORENCIO MARTINEZ","CONSTRUCCION Y REFORMA","TALLER DE CERRAJERIA Y ALUMINO","",40.55056836,-3.63870772
"ALUMINIOS DEL PRADO","CL MANUEL DE FALLA (DE) 10","28100","OTRAS ZONAS","916545451","916545451","rtdelprado@hotmail.com","NO DISPONIBLE","RAQUEL O MARIANO","CONSTRUCCION Y REFORMA","CARPINTERIA DE ALUMINIO Y CRISTALERIA. PERSIANAS Y VENECIANAS, ROTURA PUENTE TERMICO, VENTANA OSCILOBATIENTES, CERRAMIENTOS DE PORCHE.","",40.54895171,-3.64845751
"ALUMINIOS DEL PRADO","CL DOLORES IBARRURI (DE) 7","28100","VALDELASFUENTES","916617894","916617894","info@aluminiosmarianodelprado.com","www.aluminiosmarianodelprado.com","VERONICA DEL PRADO","CONSTRUCCION Y REFORMA","ALUMINIO Y PVC VENTA MOBILIARIO BAÑOS MAMPARAS DE BAÑO ACCESORIOS","",40.54998351,-3.65188969
"ALVARO UNIFORMES","CL FLOR (DE LA) 2","28100","LAS TIENDAS DEL CENTRO","916527826","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","OSCAR ALVARO SANCHEZ","MODA Y COMPLEMENTOS","UNIFORMES","",40.54009058,-3.63470798
"AMARAUTO","AV VALDELAPARRA (DE) 37","28100","OTRAS ZONAS","916612500","NO DISPONIBLE","amarauto@amarauto.redcitroen.com","www.amarauto.citroen.es","MIGUEL HERRERO ROMO","SERVICIOS","CONCESIONARIO CITROEN","",40.53953542,-3.64940457
"ANA DUEÑAS, MODA Y COMPLEMENTOS","CL CONSTITUCION (DE LA) 64","28100","Z.C. CONSTITUCION","912792579 / 608927085","NO DISPONIBLE","complementosanad@gmail.com","NO DISPONIBLE","ANA MARIA SERRANO DUEÑAS","MODA Y COMPLEMENTOS","MODA Y COMPLEMENTOS","",40.54345156,-3.63820331
"ANA MARIA GONZALEZ","CL MAESTRO LUNA (DEL) 7","28100","OTRAS ZONAS","620478103","NO DISPONIBLE","agonzalezmartin78@gmail.com","NO DISPONIBLE","ANA MARIA GONZALEZ","SERVICIOS","ASESORAMIENTO JURIDICO","",40.55341038,-3.64310936
"AN-BEL PELUQUEROS","CL CONSTITUCION (DE LA) 46","28100","Z.C. CONSTITUCION","916530915","916530915","info@anbelpeluqueros.com","NO DISPONIBLE","MARIO BELLIDO","SALUD Y BELLEZA","PELUQUERIA","",40.54291793,-3.63716091
"ANDRES MARTINEZ REBOLLO","CL ARCE (DEL) 4 - 1º C","28100","EJE VALDAVIA ESPAÑA","916530015 / 608420301","916530015","pulimentos-martinez@hotmail.com","NO DISPONIBLE","ANDRES MARTINEZ REBOLLO","CONSTRUCCION Y REFORMA","PULIDO Y ABRILLANTADO DE TERRAZO Y MARMOL","",40.54598083,-3.64159529
"ANELVI","CL FUEGO (DEL) 33","28100","Z.C. CONSTITUCION","912414599/916636559","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ELVIRA RUIZ","MODA Y COMPLEMENTOS","CORSETERIA, LENCERIA","",40.54343140,-3.63536902
"ANGELOTES","CL CONSTITUCION (DE LA) 47","28100","Z.C. CONSTITUCION","916620206  /  655835958","916620206","angelotesmodainfantil@hotmail.com","NO DISPONIBLE","BELEN CAMIN","MODA Y COMPLEMENTOS","MODA INFANTIL (UNIFORMES IRLANDESAS)","",40.54280711,-3.63726976
"ANGLONORTE","CL VALGRANDE (DE) 17","28108","OTRAS ZONAS","916619411","NO DISPONIBLE","fidel.munoz@anglonorte.com","www.anglonorte.com","FIDEL MUÑOZ","SERVICIOS","TALLER DE MECÁNICA MULTIMARCA","",40.53733102,-3.65088986
"ANJO MOTOR","CL BARCELONA (DE) 21","28100","OTRAS ZONAS","916638451","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ANTONIO CACERES ALCANTARA","SERVICIOS","MECANICA Y ELECTRICIDAD DEL AUTOMOVIL","",40.54274974,-3.62853380
"ANPH BOXED","CL RUPERTO CHAPI (DE) 3 - POSTERIOR","28100","EJE VALDAVIA ESPAÑA","916523558/ 619045434","916523558","info@anph.com","www.anph.es","CARLOS ALBERTO SANCHEZ HERNADEZ","SERVICIOS","ESTUDIO DE DISEÑO, PUBLICIDAD, PAGINAS WEB Y GRAFFITIS. IMPRESIÓN EN ROPA","",40.54677900,-3.64640769
"ANTONIO NICOLAS IBAÑEZ","PS CHOPERA (DE LA) 3 -(GALERIA COMERCIAL)","28100","EJE CHOPERA","916619183","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ANTONIO NICOLAS IBAÑEZ","ALIMENTACION","CARNICERIA","",40.53970109,-3.64000752
"ANTONIO Y YOLI","AV ESPAÑA (DE) 48","28100","EJE VALDAVIA ESPAÑA","916515050","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ANTONIO REQUEJO","ALIMENTACION","ALIMENTACION","",40.54773953,-3.63885434
"APETEAT","CL JOSE ECHEGARAY (DE) 8","28100","OTRAS ZONAS","689272730","NO DISPONIBLE","pablo.samaranch@apeteat.es","NO DISPONIBLE","PABLO  SAMARANCH","HOSTELERIA / OCIO","RESTAURANTE ON LINE. E-COMERCE DE  COMIDA MEDITERRANEA A LA  OFICINA","",40.54230509,-3.65435273
"APOLO UNIFORMES","CL MARQUESA VIUDA DE ALDAMA 19","28100","LAS TIENDAS DEL CENTRO","649751336  /  911691392","NO DISPONIBLE","apolomoda@gmail.com","NO DISPONIBLE","JUAN ALBERTO POLO FERNANDEZ","MODA Y COMPLEMENTOS","ROPA INFANTIL, UNIFORMES ESCOLARES","",40.54160986,-3.63160290
"APPLUS ITV","AV VALDELAPARRA (DE) 46","28100","OTRAS ZONAS","911014808","NO DISPONIBLE","empresas@tumejoritv.com","www.tumejoritv.com","PABLO GIMENEZ","SERVICIOS","ITV","",40.54001469,-3.65830730
"APSURIA","CL ANABEL SEGURA (DE) 12","28108","OTRAS ZONAS","916622498","916629073","nuria.lopez@apsuria.org","www.apsuria.org.es","NURIA LOPEZ DE LA HOZ","VARIOS","CENTRO PARA DISCAPACITADOS","",40.53411662,-3.62854441
"AQUAMATICO","AV DOCTOR SEVERO OCHOA (DEL) 37 - NAVE 4 - 0","28100","OTRAS ZONAS","633593648","NO DISPONIBLE","alcañiz25@hotmail.com","NO DISPONIBLE","VICTOR MANUEL ALCÑIZ BLAZQUEZ","SERVICIOS","TALLER. REPARACION DE VEHIICULOS","",40.54136786,-3.65322389
"ARANDINOS PEÑA BAR RESTAURANTE","AV DOCTOR SEVERO OCHOA (DEL) 4","28100","EJE CHOPERA","916623447","NO DISPONIBLE","asadorarandinos@gmail.com","NO DISPONIBLE","RUBEN BERDASCO","HOSTELERIA / OCIO","BAR-RESTAURANTE, HORNO DE LEÑA","",40.54197471,-3.64920919
"ARCADIA","CL VALGRANDE (DE) 1","28108","OTRAS ZONAS","916618956","NO DISPONIBLE","titongui@hotmail.com","www.interocio.es/arcadia","NO DISPONIBLE","HOSTELERIA / OCIO","DISCO - PUB","",40.53552280,-3.64809089
"ARG MOTOR","CR FUENCARRAL (DE) 14 - 16","28100","OTRAS ZONAS","916572191","NO DISPONIBLE","administracion@grupogerar.com","NO DISPONIBLE","JESUS SANCHEZ","SERVICIOS","CONCESIONARIO ALFA ROMERO, LANCIA, CADILLAC Y HUMMER","",40.51888227,-3.65470622
"ARMONIZATE","CL MANUEL DE FALLA (DE) 77","28100","OTRAS ZONAS","916526322","NO DISPONIBLE","NO DISPONIBLE","www.armonizate-cafechocolates.es","ANTONIO GALLEGO DE VES","ALIMENTACION","TE, CAFÉ Y CHOCOLATE.","",40.55357399,-3.64153460
"ARMONIZATE","CL MANUEL DE FALLA (DE) 77","28100","OTRAS ZONAS","916512016 / 609083138","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ANTONIO GALLEGO DE VES","ALIMENTACION","TE Y CAFÉ","",40.55357399,-3.64153460
"AROMAS ARTESANALES ALCOBENDAS","CL CONSTITUCION (DE LA) 46","28100","Z.C. CONSTITUCION","916511142","NO DISPONIBLE","aromasartesanales.alcobendas1@gmail.com","aromasartesanales.es","JAVIER FERNANDEZ","MODA Y COMPLEMENTOS","PERFUMERIA","",40.54291793,-3.63716091
"AROMAS ARTESANALES ALCOBENDAS","CL CONSTITUCION (DE LA) 46","28100","Z.C. CONSTITUCION","916511142","NO DISPONIBLE","aromasartesanales.alcobendas1@gmail.com","www.aromasartesanales.es","JUSTO","MODA Y COMPLEMENTOS","PERFUMERIA, COSMETICA Y SPA","",40.54291793,-3.63716091
"ARREGLALO, LA BOUTIQUE DE AMELIE","PS CHOPERA (DE LA) 103","28100","EJE CHOPERA","717113207","NO DISPONIBLE","arreglalolaboutiqueamelie@gmail.com","NO DISPONIBLE","EMILIA CORCIUC","MODA Y COMPLEMENTOS","MERCERIA, ARREGLOS Y BOUTIQUE DE ROPA","",40.54463218,-3.64968830
"ARRENDAMIENTOS MARFER","CL SONRISA (DE LA) 4 - LOCAL 2,1 (AVDA. DE LA MAGIA)","28100","OTRAS ZONAS","914901752","916611866","gesflyco@gesflyco.com","www.gesflyco.com","JOES ENRIQUE  MARTINEZ MOLINA","SERVICIOS","ASESORIA","",40.54104188,-3.63240185
"ARRIBAS DECORACION","CL FRANCISCO LARGO CABALLERO 58","28100","VALDELASFUENTES","913672093 / 615604257","914074084","infoarribas@arribasdecoracion.com","www.arribasdecoracion.com","ANTONIO ARRIBAS SANZ","HOGAR","MUEBLES, DECORACION, INTERIORISMO Y COMPLEMENTOS","",40.55390426,-3.65581394
"ARSOLUTIONS","CR FUENCARRAL (DE) 44 - EDIFICIO 9","28108","OTRAS ZONAS","626999426","NO DISPONIBLE","arojasrs@gamil.com","www.annarojas.es","ANNA ROJAS SIERRA","SALUD Y BELLEZA","CONSULTORIA Y FORMACION. COACHING","",40.51888227,-3.65470622
"ARTEMANOS","CL CONSTITUCION (DE LA) 19","28100","Z.C. CONSTITUCION","916534143 / 679609846","912016635","vmgarte@gmail.com","www.artemanos.es","VICENTE MOYA","SALUD Y BELLEZA","UÑAS ESCULPIDAS, MANICURA, PEDICURA, DEPILACION","",40.54192576,-3.63517782
"ASADOR EL SABROSO","CL NUESTRA SRA DEL PILAR (DE 1","28100","OTRAS ZONAS","679007725","NO DISPONIBLE","cristian200615@yahoo.es","NO DISPONIBLE","JULIAN LUPU LUPU","HOSTELERIA / OCIO","ASADOR Y PRECOCINADOS","",40.54142971,-3.63319738
"ASADOR LA VEGA","AV OLIMPICA 5","28108","OTRAS ZONAS","917652017 / 675302774","917652645","NO DISPONIBLE","www.asadorlavega.com","LUCIANO GOMEZ MORA","HOSTELERIA / OCIO","RESTAURANTE","",40.53614217,-3.63355261
"ASESOR NET","TR SAN ANDRES (DE) 2","28100","Z.C. CONSTITUCION","91658483534","NO DISPONIBLE","dudas@asesornet.com","NO DISPONIBLE","GONZALO LUCENDO DE MIGUEL","SERVICIOS","ASESORIA JURIDICA","",40.54202085,-3.63377166
"ASESORIA INTEGRAL RUBIO Y ASOCIADOS","PZ ROSA CHACEL (DE) 4 - LOCAL 3","28100","OTRAS ZONAS","916545014 / 916545025","916545025","rubionet@jazfree.com","NO DISPONIBLE","ANGEL RUBIO LOPEZ","SERVICIOS","ASESORIA FISCAL LABORAL CONTABLE EMPRESAS","",40.53942860,-3.63485366
"ASESORIA LABELLA","CL CONSTITUCION (DE LA) 71 - 2º DCHA","28100","Z.C. CONSTITUCION","916531880 / 912930707","916531880","diegoromera@asesorialabella.com","NO DISPONIBLE","DIEGO ROMERA LABELLA","SERVICIOS","SERVICIOS FISCALES, CONTABLES Y LABORALES","",40.54369352,-3.63946701
"ASESORIA Y GESTORIA ALCOBENDAS","CL LIBERTAD (DE LA) 18 - LOCAL","28100","LAS TIENDAS DEL CENTRO","916548789","916637654","asesoria@asesoriaalcobendas.com","NO DISPONIBLE","JUAN CARLOS VELAZQUEZ DEL BARRIO","SERVICIOS","GESTORIA Y ASESORIA","",40.54013389,-3.63567956
"ASESORIA Y GESTORIA ALCOBENDAS","AV CAMILO JOSE CELA (DE) 14","28100","OTRAS ZONAS","916610035","916620993","asesoria@asesoriaygestoriaalcobendas.com","NO DISPONIBLE","JUAN CARLOS VELAZQUEZ","SERVICIOS","ASESORIA LABORAL, FISCAL Y CONTABLE","",40.54477147,-3.65738238
"ASFA 21","CL MARQUES DE LA VALDAVIA (D 72","28100","EJE VALDAVIA ESPAÑA","916587892","916587893","madrid-alcobendas@asfa21.com","www.asfa21.com","MARIAN DE LOS RIOS","SALUD Y BELLEZA","SERVICIOS DOMICILIARIOS PARA ANCIANOS, ENFERMOS Y NIÑOS","",40.54364441,-3.64053359
"ASIGESG","CL PABLO PICASSO (DE) 76 - 1º2","28100","Z.C. CONSTITUCION","916534623","916512760","viloletaduran@terra.es","NO DISPONIBLE","JOSE JUAN GUERRERO RUEDA","SERVICIOS","ASESORIA LABORAL Y FISCAL DE EMPRESAS","",40.54351649,-3.63886254
"ASISTHOGAR","CL PINTOR MURILLO (DEL) 5","28100","OTRAS ZONAS","608038575","NO DISPONIBLE","alcobendas@asisthogar.com","www.asisthogar.com","NADIA SANCHEZ DELSEMME","SALUD Y BELLEZA","SERVICIO ASISTENCIAL, ENFERMOS, NIÑOS Y ANCIANOS. SERVICIOS DE LIMPIEZA Y MANTENIMIENTO. PARTICULARES Y EMPRESAS","",40.53899272,-3.63946748
"ASOCIACION CULTURAL TALLER DE ARTE","PZ MAYOR 1","28100","OTRAS ZONAS","609658525","NO DISPONIBLE","edkiko03@gmail.com","NO DISPONIBLE","DAYRON RODRIGUEZ","VARIOS","REALIZACION DE ACTIVIDADES CULTURALES","",40.54749852,-3.64161907
"ASOCIACION WASLALA","CL LIBERTAD (DE LA) 35","28100","LAS TIENDAS DEL CENTRO","916547435","NO DISPONIBLE","waslala@waslala.net","www.waslala.net","RAFAEL MARTIN","SERVICIOS","ESCUELA DE ARTE EDUCACION PARA JOVENES","",40.54005964,-3.63521623
"ASSAI MUSICA","PS FUENTE LUCHA (DE) 20 - LOCAL 8","28100","OTRAS ZONAS","652489370","NO DISPONIBLE","esolis@assaimusica.es","www.assaimusica.es","EDUARDO SOLIS MOZOS","SERVICIOS","ACADEMIA DE MUSICA","",40.55569653,-3.65918223
"ASSYSTEM IBERIA","AV ESPAÑA (DE) 23 - PLANTA 3ª","28100","EJE VALDAVIA ESPAÑA","918376840","NO DISPONIBLE","agarcia@assystem.es","www.assystem.es","A. GARCIA","SERVICIOS","INGENIERIA","",40.54813911,-3.63826729
"ASYNAMA","CL JARAMA (DEL) 6","28100","Z.C. CONSTITUCION","629057617 / 916545608","NO DISPONIBLE","ritmo@ya .com","NO DISPONIBLE","AMADOR GOMEZ","HOGAR","MUEBLES DE COCINA Y ELECTRODOMESTICOS","",40.54416505,-3.63935832
"ATC TORREALDAY","AV ESPAÑA (DE) 23","28100","EJE VALDAVIA ESPAÑA","916639300","NO DISPONIBLE","madridpuntonorte@atctorrealday.com","NO DISPONIBLE","JAVIER ESTEVEZ","SERVICIOS","ASESORIA, CONSULTORIA Y COACHING","",40.54813911,-3.63826729
"ATESHGAH, COMIDA AZERBAIYANA Y TURCA","CL MARQUES DE LA VALDAVIA (D 117","28100","EJE VALDAVIA ESPAÑA","912293305","912233196","NO DISPONIBLE","NO DISPONIBLE","LIA AKHMEDOVA","HOSTELERIA / OCIO","COMIDA AZERBAIYANA Y TURCA","",40.54685679,-3.65591868
"AUDIFON","CL MARQUESA VIUDA DE ALDAMA 35","28100","LAS TIENDAS DEL CENTRO","916530766","NO DISPONIBLE","NO DISPONIBLE","www.audifon.es","SAWAA MARROUN","SALUD Y BELLEZA","GABINETE AUDIOLOGICO DE EDUCACION AUDITIVA. APARATOS PARA SORDO. LOGOPEDIA.","",40.54209775,-3.63109597
"AURORA LENCERIA CORSETERIA","CL MIRAFLORES (DE) 2","28100","EJE VALDAVIA ESPAÑA","916549239 / 687437741","NO DISPONIBLE","cristinacicuendez@hotmail.es","NO DISPONIBLE","AURORA FERNANDEZ","MODA Y COMPLEMENTOS","CORSETERIA-LENCERIA","",40.54340108,-3.63761431
"AUTO SERVICIO","CL FUENTIDUEÑA (DE) 2","28100","OTRAS ZONAS","686730925","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","RACHID","ALIMENTACION","AUTOSERVICIO","",40.53905917,-3.63413570
"AUTOCARES HERMANOS BRAVO VAZQUEZ","CL MANUEL DE FALLA (DE) 12 - 1º 4","28100","OTRAS ZONAS","916542700","916542689","hbv@ghbv.es","www.autocares-hbv.com","ALBERTO BRAVO VAZQUEZ","SERVICIOS","TRANSPORTES DE VIAJEROS","",40.54895171,-3.64845751
"AUTOESCUELA ALCOBENDAS","CL MANUEL SERRANO FRUTOS (DE 8","28100","Z.C. CONSTITUCION","916517035","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","MARIANO SAN FELIPE GOMEZ","SERVICIOS","AUTOESCUELA","",40.54465488,-3.64240851
"AUTOESCUELA ANTONIO MOYA","CL LIBERTAD (DE LA) 44","28100","LAS TIENDAS DEL CENTRO","916617006","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ANTONIO MOYA","SERVICIOS","AUTOESCUELA TODOS LOS PERMISOS.","",40.53861575,-3.63646096
"AUTOESCUELA CEBRA","AV ESPAÑA (DE) 3","28100","EJE VALDAVIA ESPAÑA","916520073","916520073","NO DISPONIBLE","NO DISPONIBLE","ANA PAYO","SERVICIOS","AUTOESCUELA","",40.54541831,-3.64326489
"AUTOESCUELA CHAPARRAL","PZ HENRY DUNNAT (DE) - S/N","28100","OTRAS ZONAS","916626293","916546333","03@autoescuelachaparral.com","NO DISPONIBLE","ANA","SERVICIOS","AUTOESCUELA","",,
"AUTOESCUELA DELFIN","CL LIBERTAD (DE LA) 35","28100","LAS TIENDAS DEL CENTRO","916515900","917720735","prtdelfin@hotmail.com","NO DISPONIBLE","PABLO ROJAS TAPIA","SERVICIOS","AUTOESCUELA","",40.54005964,-3.63521623
"AUTOESCUELA MERINERO","CL CONSTITUCION (DE LA) 13","28100","Z.C. CONSTITUCION","916526012","NO DISPONIBLE","ecm135@autoescuelamerinero.es","www.autoescuelamerinero.com","REBECA GALANO","SERVICIOS","AUTOESCUELA CENTRO HOMOLOGADO DEL INEM","",40.54168229,-3.63467321
"AUTOESCUELA MERINERO","CL CONSTITUCION (DE LA) 113","28100","Z.C. CONSTITUCION","916527585","916527675","ecm135@autoescuelamerinero.es","www-autoescuelamerinero.es","PAULA SAMITIER","SERVICIOS","AUTOESCUELA TODOS LOS PERMISOS Y GESTORIA","",40.54620285,-3.64402980
"AUTOESCUELA MERINERO","AV CAMILO JOSE CELA (DE) 13","28100","OTRAS ZONAS","916618553","916618553","ecm135@autoescuelamerinero.es","www.autoescuelamerinero.es","BLAS MERINERO","SERVICIOS","AUTOESCUELA","",40.54621287,-3.65685702
"AUTOESCUELA PALOMERO","CL CONSTITUCION (DE LA) 63","28100","Z.C. CONSTITUCION","916546412","NO DISPONIBLE","seccion5@autoescuelapalomero.com","NO DISPONIBLE","MARIA VIANA","SERVICIOS","AUTOESCUELA","",40.54338407,-3.63839697
"AUTOESCUELA PRENSA","CL OLIVAR (DEL) 12","28100","EJE VALDAVIA ESPAÑA","916524257","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ADOLFO MUÑOZ PATON","SERVICIOS","AUTOESCUELA","",40.54850339,-3.64859328
"AUTOESCUELA ROAN","CL ANTONIO MENDEZ (DE) 3","28100","Z.C. CONSTITUCION","916544502 / 678440139","916544502","info.roan@autoescuelaroan.com","www.autoescuelaroan.com","ANA RUBIO ANTON","SERVICIOS","ENSEÑANZA CONDUCCION DE VEHICULOS DE MOTOR","",40.54259799,-3.63596954
"AUTOFER","CL MARQUES DE LA VALDAVIA (D 111","28100","EJE VALDAVIA ESPAÑA","916624666","916624722","jorgefernandez.autofer@red.renault.es","www.autofer.es","JORGE FERNANDEZ DELGADO","SERVICIOS","TALLER Y VENTA DE VEHICULOS. RENAULT","",40.54667189,-3.65475197
"AUTOMOVILES ESCALADA","CL LIBERTAD (DE LA) 61","28100","LAS TIENDAS DEL CENTRO","916621767 / 630277777","916621767","NO DISPONIBLE","NO DISPONIBLE","JAVIER ESCALADA GOMEZ","SERVICIOS","COMPRA VENTA DE AUTOMOVILES","",40.53822642,-3.63621027
"AUTOS LEON","CL SANTIAGO APOSTOL (DE) 13","28100","LAS TIENDAS DEL CENTRO","916541648","NO DISPONIBLE","helenn93@hotmail.es","NO DISPONIBLE","GLORIA MEJIA BERRIO","SERVICIOS","LAVADO, ENGRASE DE VEHICULOS...","",40.54317128,-3.63189070
"AUTOS LEON","CL SANTIAGO APOSTOL (DE) 13","28100","LAS TIENDAS DEL CENTRO","916541648/608041350","NO DISPONIBLE","tallerautosleon13@hotmail.es","NO DISPONIBLE","GLORIA MEJIA","SERVICIOS","TALLER, LAVADO Y ENGRASE, MONTAJE DE NEUMATICOS","",40.54317128,-3.63189070
"AUTOSERVICIO","CL COSTANILLA CIEGOS (DE LA) 22","28100","OTRAS ZONAS","916526011","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","LATIFA AZHIR","ALIMENTACION","AUTOSERVICIO, ALIMENTACION, FRUTERIA, BAZAR","",40.54221078,-3.63344710
"AUTOSERVICIO EL BARATO","CL CONCILIO (DEL) 13","28100","OTRAS ZONAS","916543171","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","QI","ALIMENTACION","AUTOSERVICIO","",40.54356031,-3.63656179
"AUTOSERVICIO EL PARAGUAYO","CL CACERES (DE) 10","28100","OTRAS ZONAS","630207112","NO DISPONIBLE","joseorellana75@hotmail.com","NO DISPONIBLE","JOSEFINA VICTORIA ORELLANA OSOSRIO","ALIMENTACION","AUTOSERVICIO","",40.53936231,-3.63201736
"AVANTI'S BAMBINO","CL NUESTRA SRA DEL PILAR (DE 37 - ESQUINA PLAZA CASTILLA","28100","OTRAS ZONAS","916526196","NO DISPONIBLE","avantis@avantisbambino.com","www.avantisbambino.com","CAYETANO DE LARA","MODA Y COMPLEMENTOS","ARTICULOS DE PERICULTURA , ROPA , CALZADO DE NIÑOS","",40.54392861,-3.63182051
"AVC","CL OLIVAR (DEL) 8 - BAJO","28100","EJE VALDAVIA ESPAÑA","912293906","912293907","NO DISPONIBLE","NO DISPONIBLE","LUIS ANTONIO VASCO MERINO","SERVICIOS","ADMINISTRACION DE FINCAS","",40.54817026,-3.64838729
"AVIS","CL MENORCA (DE) 2","28100","OTRAS ZONAS","916590736 / 916537292","911832397","abacar@infornegocio.com","www.avis.es","JESUS ABAD GONZALEZ","SERVICIOS","ALQUILER VEHICULOS","",40.54099453,-3.62900231
"AYDA","CL ISABEL ROSILLO (DE) 8","28100","Z.C. CONSTITUCION","916232718","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","ARTURO GARCIA ARRATE","MODA Y COMPLEMENTOS","JOYERIA, RELOJERIA","",40.54286606,-3.63576897
"A-Z PRINT","PS VALDELASFUENTES (DE) 14","28100","VALDELASFUENTES","916613000","916613000","NO DISPONIBLE","www.azprint.com","CARLOS CARO","VARIOS","COPISTERIA, PAPELERIA, IMPRENTA, REPROGRAFIA","",40.55194992,-3.65297224
"AZINIA VIAJES","CL FUEGO (DEL) 27","28100","Z.C. CONSTITUCION","912939712","NO DISPONIBLE","info@aziniaviajes.com","NO DISPONIBLE","VICTOR SOMOLINOS PALMA","SERVICIOS","AGENCIA DE VIAJES","",40.54297224,-3.63522223
"AZUCENA NATURAL","AV ESPAÑA (DE) 14","28100","EJE VALDAVIA ESPAÑA","917569546 / 629765889","NO DISPONIBLE","info@azucenatural.com","www.azucenatural.com","AZUCENA AGUADO CALVO","SALUD Y BELLEZA","HERBOLARIO","",40.54509897,-3.64276974
"AZUCENA NATURAL","AV ESPAÑA (DE) 14","28100","EJE VALDAVIA ESPAÑA","917569546 / 629765889","NO DISPONIBLE","info@azucenatural.com","NO DISPONIBLE","AZUCENA  AGUADO CALVO","SALUD Y BELLEZA","HERBOLARIO","",40.54509897,-3.64276974
"AZUL DE RIZOS","PS CHOPERA (DE LA) 184","28100","EJE CHOPERA","916622916/ 617258071","917020568","cristinam@rizos.es","NO DISPONIBLE","CRISTINA MARTINEZ","SALUD Y BELLEZA","SALON DE PELUQUERIA Y ESTETICA","",40.54527552,-3.65778425
"AZULEJOS FERNANDEZ","CL MARQUES DE LA VALDAVIA (D 23","28100","EJE VALDAVIA ESPAÑA","916620374","916610118","azulejosfernandez@hotmail.com","NO DISPONIBLE","ANA FERNANDEZ","CONSTRUCCION Y REFORMA","VENTA DE AZULEJOS, PAVIMENTOS Y MATERIALES DE CONSTRUCCION","",40.54168768,-3.63790987
"B.B.V.A.","CL CONSTITUCION (DE LA) 112","28100","Z.C. CONSTITUCION","916588079","916588101","NO DISPONIBLE","NO DISPONIBLE","SANZ BORRELL, CARMEN VANESSA","SERVICIOS","ENTIDAD BANCARIA","",40.54797212,-3.64570780
"B.B.V.A.","CL MARQUESA VIUDA DE ALDAMA 9","28100","LAS TIENDAS DEL CENTRO","916586650","916586651","NO DISPONIBLE","NO DISPONIBLE","NO DISPONIBLE","SERVICIOS","BANCA","",40.54133570,-3.63268804
"B.B.V.A.","CL LIBERTAD (DE LA) 43","28100","LAS TIENDAS DEL CENTRO","916586660","916586661","g012336a@grupobbva.com","NO DISPONIBLE","JUAN CARLOS CASADO","SERVICIOS","ENTIDAD BANCARIA","",40.53985358,-3.63588901
"B.B.V.A.","PS CHOPERA (DE LA) 29","28100","EJE CHOPERA","914902174","914902176","NO DISPONIBLE","NO DISPONIBLE","IRENE MARIA SANTANA RODRIGUEZ","SERVICIOS","OFICINA BANCARIA","",40.54125095,-3.64152375
