Nombre,Temas,Subtemas,Tipos,Subtipos,Subsubtipos,Perfiles,País,Provincia,Municipio,Distrito,Calle,Número,Bloque,Portal,Escalera,Planta,Puerta,Localidad,C.P.,Georreferenciación,Coordenada X (UTM),Coordenada Y (UTM),Coordenada X,Coordenada Y,CIF,Teléfono,Fax,Email,Web,Texto
"Parada autobús CALLE DE HUELVA - CALLE DE RAMÓN Y CAJAL","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL HUELVA","8","","","","","","Alcobendas","","center=40.54110908891456,-3.649522051801168&info=Parada autobús C/HUELVA - C/RAMÓN Y CAJAL",444996.91580008564,4488020.500699999,40.54110908891456,-3.649522051801168,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_223933194185"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11. L&iacute;nea Circular</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N-101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE ISAAC ALBÉNIZ - CALLE DE ALMERÍA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL ISAAC ALBENIZ","46","","","","","","Alcobendas","","center=40.5507878370714,-3.644706584265917&info=Parada autobús CALLE DE ISAAC ALBÉNIZ - CALLE DE ALMERÍA",445412.5627015183,4489091.865651578,40.5507878370714,-3.644706584265917,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_7672345228424"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2252"">C-10. L&iacute;nea Circular</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE ISAAC ALBÉNIZ - CALLE DE MANUEL DE FALLA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL ISAAC ALBENIZ","15","","","","","","Alcobendas","","center=40.55076538952644,-3.644928813384406&info=Parada autobús CALLE DE ISAAC ALBÉNIZ - CALLE DE MANUEL DE FALLA",445393.7281574814,4489089.511608162,40.55076538952644,-3.644928813384406,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_7276005386138"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2253"">C-11.&nbsp;&nbsp;L&iacute;nea Circular</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA AZALEA - CALLE DE LA BEGONIA (Impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL AZALEA","534","","","","","","Alcobendas","","center=40.52763638906842,-3.6371452661070074&info=Parada autobús C/AZALEA - C/BEGONIA",446034.21000007493,4486517.36,40.52763638906842,-3.6371452661070074,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_3470236889252"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1. Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2. Alcobendas-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3. Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes </a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5. San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a><br />	</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA AZALEA - CALLE DE LA BEGONIA (Pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL AZALEA","532","","","","","","Alcobendas","","center=40.5275316839601,-3.6371982296233796&info=Parada autobús C/AZALEA - C/BEGONIA",446029.6400000749,4486505.769999999,40.5275316839601,-3.6371982296233796,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_3001832325409"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2.&nbsp;&nbsp;Alcobendas-La Moraleja</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA AZALEA - CALLE DE LA DALIA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL AZALEA","604","","","","","","Alcobendas","","center=40.52518780517417,-3.6346673832144183&info=Parada autobús C/AZALEA - C/DALIA",446242.13000007294,4486244.050000001,40.52518780517417,-3.6346673832144183,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_539705043615"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2.&nbsp;&nbsp;Alcobendas-La Moraleja</a><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2276"">&nbsp;</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA AZALEA - CALLE DE LA ZARZAMORA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL AZALEA","215","","","","","","Alcobendas","","center=40.523650043195815,-3.647340451663702&info=Parada autobús C/AZALEA - C/ZARZAMORA",445167.4300000838,4486081.159999999,40.523650043195815,-3.647340451663702,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_441837765024"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3 Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5&nbsp;San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2260"">155. Madrid- Soto de la Moraleja</a>&nbsp;</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA AZALEA - FRENTEA A CALLE DE LA ZARZAMORA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL AZALEA","203","","","","","","Alcobendas","","center=40.52232269048916,-3.648381672981372&info=Parada autobús C/AZALEA - FRENTEA C/ZARZAMORA",445078.1500000847,4485934.470000001,40.52232269048916,-3.648381672981372,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4689859130908"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3 Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5&nbsp;San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2260"">155. Madrid- Soto de la Moraleja</a>&nbsp;</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA AZALEA - PASEO DE ALCOBENDAS","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL AZALEA","755","","","","","","Alcobendas","","center=40.52515358964837,-3.634532826765242&info=Parada autobús C/AZALEA - PºALCOBENDAS",446253.5000000728,4486240.17,40.52515358964837,-3.634532826765242,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_1677665971477"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1. Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2246"">L-2. Alcobendas-La Moraleja</a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA AZALEA - PLAZA DEL SOTO","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL AZALEA","1","","","","","","Alcobendas","","center=40.51856321353152,-3.65039677030528&info=Parada autobús C/AZALEA - PL.SOTO",444904.3800000866,4485518.420000003,40.51856321353152,-3.65039677030528,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_8385651763190"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3 Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2260"">155. Madrid- Soto de la Moraleja</a>&nbsp;</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA AZALEA Nº 203","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL AZALEA","203","","","","","","Alcobendas","","center=40.52072832697282,-3.6494349151357066&info=Parada autobús C/ AZALEA Nº 203",444987.6300000856,4485758.150000001,40.52072832697282,-3.6494349151357066,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4689859130908"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3 Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5&nbsp;San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2260"">155. Madrid- Soto de la Moraleja</a>&nbsp;</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA BEGONIA - CALLE DE LA AZALEA","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL BEGONIA","279","","","","","","Alcobendas","","center=40.52726541427484,-3.638041158616186&info=Parada autobús C/BEGONIA-C/AZALEA",445958.0300000757,4486476.73,40.52726541427484,-3.638041158616186,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4274321576316"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1 Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3 Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5&nbsp;San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2260"">155. Madrid- Soto de la Moraleja</a>&nbsp;</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA BEGONIA - CALLE DEL JAZMÍN","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL BEGONIA","157","","","","","","Alcobendas","","center=40.522916247505236,-3.6422425994317993&info=Parada autobús C/BEGONIA - C/JAZMÍN",445598.6500000792,4485996.55,40.522916247505236,-3.6422425994317993,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_891508084886"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1. Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3. &nbsp;Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5. &nbsp;San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2260"">155. Madrid- Soto de la Moraleja</a>&nbsp;</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA BEGONIA - CEMENTERIO DE NUESTRA SEÑORA DE LA PAZ","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL BEGONIA","275","","","","","","Alcobendas","","center=40.52465404771019,-3.6392887131661897&info=Parada autobús C/BEGONIA - CEMENTERIO",445850.2600000768,4486187.63,40.52465404771019,-3.6392887131661897,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_5939649850165"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas urbanas que efect&uacute;an parada: </h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2244"">L-1. Arroyo de la Vega-Soto de la Moraleja-La Moraleja</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2247"">L-3. &nbsp;Arroyo de la Vega-Soto de la Moraleja-El Encinar de los Reyes</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2248"">L-5. &nbsp;San Sebasti&aacute;n de los Reyes-Alcobendas-Soto de la Moraleja</a></li></ul><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:<br /></h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2260"">155. Madrid- Soto de la Moraleja</a>&nbsp;</li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA CALÉNDULA - CALLE DE LA YUCA (impares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL CALENDULA","87","","","","","","Alcobendas","","center=40.526102676420514,-3.646510466724516&info=Parada autobús C/CALÉNDULA-C/YUCA (impares)",445239.7300000829,4486352.889999999,40.526102676420514,-3.646510466724516,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_4346209797172"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2265"">159. Madrid-Alcobendas (Avenida de la Vega)</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2278"">N-102. (L&iacute;nea Nocturna). Madrid-S.S. Reyes </a></li></ul></div></div><!--fin fichaterritoriales-->"
"Parada autobús CALLE DE LA CALÉNDULA - CALLE DE LA YUCA (pares)","Transporte y Tráfico","Otros Transporte y Tráfico","Tráfico, Transportes y Aparcamientos","Transportes","","","España","Madrid","Alcobendas",,"CL CALENDULA","s/n","","","","","","Alcobendas","","center=40.52630374327462,-3.6461582142463684&info=Parada autobús C/CALÉNDULA-YUCA (pares)",445269.73000008264,4486374.990000001,40.52630374327462,-3.6461582142463684,"","","","","","<div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" height=""40"" id=""Imagen_10_8214510463641"" src=""/recursos/img/Comunes/895869469_262010131247.gif"" width=""41"" /> Datos de inter&eacute;s</h4><div style=""width: 100%; margin-left: 25px""><h5 class=""tipo1"">L&iacute;neas interurbanas que efect&uacute;an parada:</h5><ul class=""tipo1"">	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2265"">159. Madrid-Alcobendas (Avenida de la Vega)</a> </li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2277"">N101. (L&iacute;nea Nocturna). Madrid (Plaza de Castilla) - Alcobendas</a></li>	<li><a href=""http://www.alcobendas.org/es/portal.do?TR=C&amp;IDR=2278"">N102. (L&iacute;nea Nocturna). Madrid-S.S. Reyes </a></li></ul></div></div><!--fin fichaterritoriales-->"
